排名(rank),电影ID(id),电影名称(title),评分(score),评分人数(vote_count),上映日期(release_date),类型(types),地区(regions),主演(actors),主演人数(actor_count),是否可播放(is_playable),是否已观看(is_watched),封面接(cover_url),详情页链接(url)
191,1885124,时间旅行者的妻子,7.7,256589,2009-08-14,"剧情,奇幻,悬疑,爱情",美国,"瑞秋·麦克亚当斯,艾瑞克·巴纳,阿莱克斯·费瑞斯,艾利斯·霍华德,米歇尔·诺尔顿,布鲁克琳·普劳克斯,朗·里维斯顿,塔图姆·麦克凯恩,斯蒂芬·托布罗斯基,玛吉·卡斯特",18,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480590433.jpg,https://movie.douban.com/subject/1885124/
192,26391916,杀人者的记忆法,7.8,89546,2017-09-06,"剧情,犯罪,悬疑,惊悚",韩国,"薛景求,金南佶,金雪炫,吴达洙,蔡国熙,郑仁谦,申基俊,申隣雅,黄锡晶,吉海妍",28,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502854299.jpg,https://movie.douban.com/subject/26391916/
193,4051753,大侦探福尔摩斯2：诡影游戏,7.7,237983,2012-01-15,"动作,犯罪,悬疑",美国,"小罗伯特·唐尼,裘德·洛,瑞秋·麦克亚当斯,劳米·拉佩斯,斯蒂芬·弗雷,凯利·蕾莉,杰瑞德·哈里斯,杰拉丁妮·詹姆斯,威廉·休斯顿,保罗·安德森",24,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1327387815.jpg,https://movie.douban.com/subject/4051753/
194,26602900,魔女,7.7,198859,2018-06-27,"动作,悬疑",韩国,"金多美,赵敏修,朴熙顺 ,崔宇植,高旻示,吴美姬,崔政宇,多恩,金秉玉,李柱元",43,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2522814268.jpg,https://movie.douban.com/subject/26602900/
195,5948613,藏獒多吉,8.1,16238,2011-07-15,"剧情,动画,悬疑,冒险","中国大陆,日本","刘婧荦,阿兰,芒莱,赵岭,周志强,王博,张遥函,赵晓明,张伟,李世荣",12,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1095763116.jpg,https://movie.douban.com/subject/5948613/
196,1299560,深渊,7.9,49239,1989-08-09,"剧情,科幻,悬疑,惊悚,冒险",美国,"艾德·哈里斯,玛丽·伊丽莎白·马斯特兰托尼奥,迈克尔·比恩,里奥·伯梅斯特,托德·格拉夫,约翰·贝德福德·劳埃德,J·C·奎因,金伯利·斯科特,小基德·布鲁尔,George Robert Klek",27,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2209378207.jpg,https://movie.douban.com/subject/1299560/
197,1308848,国家宝藏,7.7,163957,2004-11-19,"动作,悬疑,冒险",美国,"尼古拉斯·凯奇,黛安·克鲁格,贾斯汀·巴萨,肖恩·宾,乔恩·沃伊特,哈威·凯特尔,克里斯托弗·普卢默,大卫·达耶·费舍尔,斯图华特·芬雷-麦克勒兰,欧勒格·塔克塔罗夫",52,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p664164947.jpg,https://movie.douban.com/subject/1308848/
198,25958713,记住,8.1,27783,2015-09-10,"剧情,悬疑,惊悚","加拿大,墨西哥,德国,南非","克里斯托弗·普卢默,迪恩·诺里斯,马丁·兰道,布鲁诺·冈茨,尤尔根·普洛斯诺,亨利·科泽尼,金·罗伯特,迈克尔·科拉斯,菲利普·威廉姆斯,索菲娅·韦尔斯",10,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2299734368.jpg,https://movie.douban.com/subject/25958713/
199,1773217,鬼影,7.7,136937,2004-09-09,"悬疑,惊悚,恐怖",泰国,"阿南达·爱华灵咸,娜特慧兰·塔美,阿西塔·西卡玛娜,瓦莎娜·查拉科恩",4,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2170768955.jpg,https://movie.douban.com/subject/1773217/
200,2028669,丁丁历险记,7.7,136576,2011-11-15,"动作,动画,悬疑,冒险","美国,新西兰,英国,法国,澳大利亚","杰米·贝尔,安迪·瑟金斯,丹尼尔·克雷格,西蒙·佩吉,尼克·弗罗斯特,加利·艾尔维斯,托比·琼斯,彼得·杰克逊,加德·艾尔马莱,塞巴斯蒂安·罗奇",12,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1006799889.jpg,https://movie.douban.com/subject/2028669/
201,1295451,第三人,8.1,27330,1949-09-03,"黑色电影,悬疑,惊悚",英国,"约瑟夫·科顿,阿莉达·瓦利,奥逊·威尔斯,特瑞沃·霍华德,伯纳德·李,保罗·赫尔比格尔,厄恩斯特·多伊奇,Siegfried Breuer,Erich Ponto,维尔弗雷德·海德-怀特",29,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193745066.jpg,https://movie.douban.com/subject/1295451/
202,1422286,冰山上的来客,8.1,15107,1963-02-02,"剧情,悬疑,战争",中国大陆,"梁音,谷毓英,恩和森,张辉,马陋夫,阿木都力力提,阿依夏木,白德彰,王春英,张冲霄",10,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2902828755.jpg,https://movie.douban.com/subject/1422286/
203,1296078,断头谷,7.7,129165,1999-11-19,"悬疑,奇幻,恐怖","美国,德国,英国","约翰尼·德普,克里斯蒂娜·里奇,米兰达·理查森,迈克尔·刚本,卡斯帕·范·迪恩,杰弗里·琼斯,理查德·格雷弗斯,伊恩·麦克迪阿梅德,迈克尔·高夫,克里斯托弗·沃肯",23,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2429986978.jpg,https://movie.douban.com/subject/1296078/
204,1299795,非常公寓,8.0,33098,1996-07-27,"剧情,悬疑,爱情","法国,西班牙,意大利","罗曼娜·波琳热,文森特·卡塞尔,让-菲利普·艾科菲,莫妮卡·贝鲁奇,桑德琳娜·基贝兰,清水露,文森特·内梅斯,伊娃·爱洛尼斯科,埃德瓦·贝耶,保罗·帕维尔",12,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p581851559.jpg,https://movie.douban.com/subject/1299795/
205,4132407,捕蝇纸,7.8,63857,2011-01-28,"喜剧,犯罪,悬疑","美国,德国","帕特里克·德姆西,艾什莉·贾德,蒂姆·布雷克·尼尔森,梅奇·费法,马特·瑞安,杰弗里·塔伯,约翰·文堤米利亚,普路特·泰勒·文斯,柯蒂斯·阿姆斯壮,罗布·许贝尔",14,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1119448570.jpg,https://movie.douban.com/subject/4132407/
206,1296384,心理游戏,7.7,117322,1997-09-03,"剧情,悬疑,惊悚",美国,"迈克尔·道格拉斯,西恩·潘,黛博拉·卡拉·安格,詹姆斯·瑞布霍恩,卡罗尔·贝克,Jay Gordon,鲍勃·斯蒂芬森,童自荣,约翰·卡西尼,崔茜·萨默维尔",34,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2371537316.jpg,https://movie.douban.com/subject/1296384/
207,21941804,白日焰火,7.6,444102,2014-03-21,"剧情,犯罪,悬疑",中国大陆,"廖凡,桂纶镁,王学兵,王景春,余皑磊,倪景阳,常凯宁,彭龙,王英涛,李彩霞",13,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174645340.jpg,https://movie.douban.com/subject/21941804/
208,24743711,催眠大师,7.6,425598,2014-04-29,"悬疑,惊悚",中国大陆,"徐峥,莫文蔚,胡静,吕中,王耀庆,杨凯迪,韩帅,蒋佳雨彤,尹航,管乐",13,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2181062460.jpg,https://movie.douban.com/subject/24743711/
209,10763164,扫毒,7.6,298536,2013-11-29,"剧情,动作,犯罪,悬疑","中国大陆,中国香港","古天乐,张家辉,刘青云,袁泉,卢海鹏,吴廷烨,林国斌,卢惠光,吴岱融,宝儿",27,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157480930.jpg,https://movie.douban.com/subject/10763164/
210,1449328,机动警察剧场版2,9.0,9545,1993-08-07,"动画,剧情,悬疑,科幻,惊悚",日本,"富永美伊奈,古川登志夫,大林隆介,榊原良子,池水通洋,二又一成,乡里大辅,千叶繁,阪脩,西村知道",16,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137696692.jpg,https://movie.douban.com/subject/1449328/
211,5422105,窃听风云2,7.6,259533,2011-08-18,"剧情,动作,犯罪,悬疑","中国香港,中国大陆","古天乐,刘青云,吴彦祖,曾江,叶璇,黄奕,刘浩龙,胡枫,骆应钧,江毅",30,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2075072996.jpg,https://movie.douban.com/subject/5422105/
212,30164448,海市蜃楼,7.6,394072,2019-03-28,"科幻,悬疑,惊悚",西班牙,"阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫特,诺拉·纳瓦斯,米格尔·费南德斯,哈维尔·古铁雷斯,克拉拉·塞古拉,米玛·里埃拉,艾娜·克洛特,阿尔伯特·佩雷斯",17,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2551172384.jpg,https://movie.douban.com/subject/30164448/
213,35073886,分手的决心,7.6,351089,2022-05-23,"剧情,犯罪,悬疑",韩国,"汤唯,朴海日,李贞贤,朴勇宇,高庚杓,金信英,郑永琡,柳承穆,朴正民,徐现宇",27,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2873816122.jpg,https://movie.douban.com/subject/35073886/
214,26279289,怒,7.7,89840,2016-09-10,"剧情,爱情,悬疑,同性",日本,"渡边谦,森山未来,松山研一,绫野刚,广濑铃,泷正则,三浦贵大,佐久本宝,高畑充希,原日出子",15,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399174377.jpg,https://movie.douban.com/subject/26279289/
215,1461079,咒怨 录像带版,8.0,29817,2000-03-18,"恐怖,悬疑",日本,"柳忧怜,三轮明日美,栗山千明,大家由祐子,藤贵子,小山僚太,三轮瞳,松山鹰志,芦川诚,优恵",19,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230107928.jpg,https://movie.douban.com/subject/1461079/
216,4160540,机械姬,7.6,237458,2014-12-16,"科幻,悬疑,惊悚","英国,美国","艾丽西亚·维坎德,多姆纳尔·格里森,奥斯卡·伊萨克,水野索诺娅,克里·约翰逊,嘎娜·巴亚尔赛汗,伊莲娜·艾尔米纳斯,李仙湖,黛博拉·罗桑,乔安娜·希雅",11,True,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2208934451.jpg,https://movie.douban.com/subject/4160540/
217,1427038,啤酒谋杀案,8.4,15780,2003-12-14,"爱情,犯罪,悬疑",英国,"大卫·苏切,蕾切尔·斯特灵,艾丹·吉伦,托比·斯蒂芬斯,马克·沃伦,艾米·穆林斯,朱莉·考科斯,杰玛·琼斯,索菲·温克曼,妲露拉·莱莉",15,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219829395.jpg,https://movie.douban.com/subject/1427038/
218,1441801,局内人,7.7,85561,2006-03-16,"剧情,犯罪,悬疑,惊悚",美国,"丹泽尔·华盛顿,克里夫·欧文,朱迪·福斯特,克里斯托弗·普卢默,威廉·达福,切瓦特·埃加福,金·迪莱克特,梁振邦,萨曼夏·艾弗斯,迈克尔·邓·戴克",48,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p528000230.jpg,https://movie.douban.com/subject/1441801/
219,1302542,血迷宫,7.8,49530,1984-09-07,"剧情,犯罪,悬疑,惊悚",美国,"约翰·盖兹,弗兰西斯·麦克多蒙德,丹·哈达亚,M·埃梅特·沃尔什,Deborah Neumann,巴里·索南菲尔德,Loren Bivens,Samm-Art Williams,霍利·亨特",9,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170091763.jpg,https://movie.douban.com/subject/1302542/
220,1793903,幻影凶间,7.6,184310,2007-06-22,"悬疑,奇幻,恐怖",美国,"约翰·库萨克,塞缪尔·杰克逊,托尼·夏尔赫布,兰·卡琉,小伊塞亚·维特洛克,杰西米·杰西卡·安东尼,玛格特·莱斯特,沃尔特·刘易斯,亚历山德拉·西尔伯,乔翰·厄布",29,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p887024730.jpg,https://movie.douban.com/subject/1793903/
221,1306808,咒怨,7.6,179289,2002-10-18,"恐怖,悬疑",日本,"奥菜惠,伊东美咲,上原美佐,市川由衣,津田宽治,藤贵子,田中要次,森下能幸,榊英雄,藤真美穗",20,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2410260517.jpg,https://movie.douban.com/subject/1306808/
222,25727048,福尔摩斯先生,7.8,46945,2015-02-08,"剧情,犯罪,悬疑","英国,美国","伊恩·麦克莱恩,劳拉·琳妮,真田广之,米洛·帕克,哈蒂·莫拉汉,帕特里克·肯尼迪,弗朗西斯·德·拉·图瓦,罗杰·阿拉姆,菲尔·戴维斯,科林·斯达克",22,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2268827627.jpg,https://movie.douban.com/subject/25727048/
223,10598440,空中营救,7.6,153247,2014-09-19,"动作,悬疑,惊悚,灾难","英国,法国,美国","连姆·尼森,朱丽安·摩尔,斯科特·麦克纳里,米歇尔·道克瑞,内特·派克,寇瑞·斯托尔,露皮塔·尼永奥,奥玛尔·梅特瓦利,杰森·巴特勒·哈纳,莱纳斯·罗彻",25,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2199638985.jpg,https://movie.douban.com/subject/10598440/
224,2997052,吾栖之肤,7.6,147384,2011-08-17,"剧情,悬疑,惊悚","西班牙,美国","安东尼奥·班德拉斯,埃伦娜·安纳亚,玛丽萨·帕雷德斯,扬·科奈特,布兰卡·苏亚雷斯,罗伯托·阿拉莫,费尔南多·卡约,爱德华·费尔南德斯,何塞·路易斯·戈麦斯,苏西·桑切斯",17,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1221998208.jpg,https://movie.douban.com/subject/2997052/
225,1307696,午夜凶铃,7.6,141701,1998-01-31,"悬疑,恐怖",日本,"松岛菜菜子,真田广之,竹内结子,中谷美纪,佐藤仁美,松重丰,志水季里子,小市慢太郎,大岛蓉子,柳忧怜",23,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1324520469.jpg,https://movie.douban.com/subject/1307696/
226,26386465,亚人1：冲动,8.6,12171,2015-11-27,"剧情,犯罪,动画,悬疑,惊悚",日本,"宫野真守,细谷佳正,大塚芳忠,樱井孝宏,小松未可子,平川大辅,洲崎绫,木下浩之,山本格,朝井彩加",13,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267694939.jpg,https://movie.douban.com/subject/26386465/
227,30176393,误杀,7.5,975699,2019-12-13,"剧情,犯罪,悬疑",中国大陆,"肖央,谭卓,陈冲,姜皓文,秦沛,边天扬,许文姗,张熙然,施名帅,黄健玮",16,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2614628862.jpg,https://movie.douban.com/subject/30176393/
228,1299292,八美图,7.7,64073,2002-02-06,"喜剧,悬疑,歌舞","法国,意大利","达尼埃尔·达里约,凯瑟琳·德纳芙,伊莎贝尔·于佩尔,芬妮·阿尔丹,艾曼纽·贝阿,维吉妮·拉朵嫣,露德温·塞尼耶,菲尔米娜·里夏尔,多米尼克·拉米尔",9,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p619021003.jpg,https://movie.douban.com/subject/1299292/
229,1298412,三十九级台阶,7.8,43268,1935-08-01,"悬疑,惊悚,犯罪",英国,"罗伯特·多纳特,玛德琳·卡洛,露西·曼海姆,戈弗雷·特尔,佩吉·阿什克罗福特,约翰·劳里,海伦哈耶,怀利·沃森,格斯·麦克诺顿,查尔斯·贝内特",31,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2250578848.jpg,https://movie.douban.com/subject/1298412/
230,1309160,机械师,7.6,120452,2004-01-18,"剧情,悬疑,惊悚","西班牙,法国,英国,美国","克里斯蒂安·贝尔,詹妮弗·杰森·李,艾塔娜·桑切斯-希洪,约翰·沙拉恩,迈克尔·艾恩塞德,小拉里·吉拉德,雷格·E·凯蒂,安娜·玛西,马修·罗梅罗·摩尔,罗伯特·朗",15,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453944400.jpg,https://movie.douban.com/subject/1309160/
231,1303170,上海皇帝之雄霸天下,7.9,18029,1993-05-13,"犯罪,剧情,悬疑",中国香港,"吕良伟,郑则仕,徐锦江,刘嘉玲,叶童,谢珮诗,斯琴高娃,陈景祥,黄浩义,郭亮",15,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528374815.jpg,https://movie.douban.com/subject/1303170/
232,10174444,剧场版魔法少女小圆 前篇 起始的故事,9.0,8795,2012-10-06,"动画,悬疑,奇幻,惊悚",日本,"悠木碧,斋藤千和,水桥香织,喜多村英梨,加藤英美里,野中蓝,新谷良子,后藤邑子,岩永哲哉,岩男润子",19,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1634119717.jpg,https://movie.douban.com/subject/10174444/
233,3387546,名侦探柯南：漆黑的追踪者,7.6,116025,2010-01-14,"动画,悬疑",日本,"高山南,山崎和佳奈,神谷明,林原惠美,岩居由希子,高木涉,大谷育江,绪方贤一,堀川亮,宫村优子",48,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453744999.jpg,https://movie.douban.com/subject/3387546/
234,5339081,疯城记：万圣节特辑,8.7,10951,2010-10-31,"喜剧,悬疑,恐怖",英国,"史蒂夫·佩姆伯顿,里斯·谢尔史密斯,艾美达·斯丹顿,丹尼尔·卡卢亚,艾琳·阿特金斯,亚历克斯·沃尔德曼,唐·弗兰奇,朱利安·布里奇,丹尼尔·英格斯,林碧笙",10,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926785150.jpg,https://movie.douban.com/subject/5339081/
235,5153329,名侦探柯南：天空的遇难船,7.6,112856,2010-04-17,"动作,动画,悬疑",日本,"高山南,山口胜平,山崎和佳奈,小山力也,堀川亮,松井菜樱子,宫村优子,林原惠美,绪方贤一,岩居由希子",44,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259010597.jpg,https://movie.douban.com/subject/5153329/
236,1303545,怪宴,8.1,21295,1976-06-23,"喜剧,悬疑,惊悚,犯罪",美国,"艾琳·布伦南,杜鲁门·卡波特,詹姆斯·可可,彼得·法尔克,亚历克·吉尼斯,埃尔莎·兰彻斯特,大卫·尼文,彼得·塞勒斯,玛吉·史密斯,詹姆斯·克伦威尔",14,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p809915309.jpg,https://movie.douban.com/subject/1303545/
237,1298697,蓝丝绒,7.7,58595,1986-08-30,"犯罪,悬疑,惊悚",美国,"伊莎贝拉·罗西里尼,凯尔·麦克拉克伦,丹尼斯·霍珀,劳拉·邓恩,霍普·兰格,迪恩·斯托克维尔,乔治·迪克森,普里西拉·珀伊特,弗兰西斯·贝,布拉德·道里夫",16,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1280170030.jpg,https://movie.douban.com/subject/1298697/
238,1305611,异教徒,8.0,24891,1973-10-16,"悬疑,恐怖",英国,"爱德华·伍德华德,克里斯托弗·李,黛安妮·赛琳托,布里特·艾克拉诺,英格丽德·皮特,林赛·肯普,拉塞尔·沃特斯,奥布里·莫里斯,Walter Carr,Juliet Cadzow",22,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1297560053.jpg,https://movie.douban.com/subject/1305611/
239,1294595,红色小提琴,8.2,18085,1998-11-13,"剧情,爱情,悬疑,音乐","加拿大,意大利,英国","卡洛·切基,让-吕克·比多,张艾嘉,Christoph Koncz,杰森·弗莱明,塞缪尔·杰克逊,陶虹,吴珊卓,王小帅,刘子枫",22,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1486350295.jpg,https://movie.douban.com/subject/1294595/
240,25966085,踏血寻梅,7.5,226330,2015-04-06,"剧情,犯罪,悬疑",中国香港,"郭富城,春夏,白只,谭耀文,金燕玲,邵美琪,李日朗,杨诗敏,蔡洁,吴嘉星",24,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493424009.jpg,https://movie.douban.com/subject/25966085/
241,26266072,谍影重重5,7.5,212367,2016-08-23,"动作,悬疑,惊悚","美国,中国大陆,西班牙","马特·达蒙,汤米·李·琼斯,艾丽西亚·维坎德,文森特·卡塞尔,朱丽娅·斯蒂尔斯,里兹·阿迈德,内芙·加切夫,比尔·坎普,斯科特·谢帕德,小田部明纮",20,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2379032162.jpg,https://movie.douban.com/subject/26266072/
242,1467044,魔术师,7.6,96605,2006-01-22,"剧情,爱情,悬疑","美国,捷克","爱德华·诺顿,保罗·吉亚玛提,杰西卡·贝尔,卢夫斯·塞维尔,埃迪·马森,亚伦·泰勒-约翰逊,埃莉诺·汤姆林森,维森特·富兰克林,汤姆·费舍尔,尼古拉斯·布兰",11,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480484402.jpg,https://movie.douban.com/subject/1467044/
243,35419153,利刃出鞘3,7.6,94736,2025-09-06,"剧情,喜剧,犯罪,悬疑,惊悚",美国,"丹尼尔·克雷格,乔什·奥康纳,格伦·克洛斯,乔什·布洛林,米拉·库尼斯,杰瑞米·雷纳,凯丽·华盛顿,安德鲁·斯科特,卡莉·史派妮,达利尔·麦克科马克",29,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2924862475.jpg,https://movie.douban.com/subject/35419153/
244,1389923,奇遇,8.1,20655,1960-05-15,"剧情,悬疑","意大利,法国","加布里埃尔·费泽蒂,莫妮卡·维蒂,蕾雅·马萨利,多米尼克·布兰查德,伦佐·里奇,詹姆斯·亚当斯,多萝西德珀莉洛,莱里奥鲁塔兹,乔万尼·贝特鲁奇,埃斯梅拉达露丝珀丽",11,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2620583227.jpg,https://movie.douban.com/subject/1389923/
245,35230876,沼泽深处的女孩,7.6,93582,2022-11-25,"剧情,爱情,悬疑",美国,"黛西·埃德加-琼斯,泰勒·约翰·史密斯,哈里斯·迪金森,大卫·斯特雷泽恩,迈克尔·凯悦,小斯特林·马塞尔,洛根·麦克雷,比尔·凯利,阿娜·欧蕾利,加瑞特·迪拉胡特",22,True,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2883601331.jpg,https://movie.douban.com/subject/35230876/
246,26140405,爱的成人式,7.7,54344,2015-05-23,"剧情,爱情,悬疑",日本,"松田翔太,前田敦子,木村文乃,三浦贵大,前野朋哉,森冈龙,矢野圣人,吉谷彩子,松浦雅,大西礼芳",18,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230009009.jpg,https://movie.douban.com/subject/26140405/
247,1309064,八面埋伏,7.6,91955,2004-03-19,"犯罪,剧情,悬疑,惊悚","荷兰,英国,美国","凯瑟琳·莫里斯,约翰尼·李·米勒,LL Cool J,克里斯蒂安·史莱特,方·基默,帕翠西娅·维拉奎兹,小克利夫顿·克林斯,艾恩·贝利,威尔·坎普,丹尼尔·布瓦塞万",11,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854543139.jpg,https://movie.douban.com/subject/1309064/
248,35691849,火星特快,8.1,20427,2023-05-21,"动作,科幻,动画,悬疑,惊悚",法国,"蕾雅·德吕盖,马修·阿马立克,丹尼尔·洛贝,玛丽·布维,塞巴斯蒂安·查萨涅,玛尔特·克勒尔,吉纳维芙·杜昂,托马斯·罗迪蒂,蒂埃里·扬,塞尔日·法利",21,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2891905146.jpg,https://movie.douban.com/subject/35691849/
249,1329950,达·芬奇密码,7.5,265826,2006-05-19,"悬疑,惊悚","美国,马耳他,法国,英国","汤姆·汉克斯,奥黛丽·塔图,伊恩·麦克莱恩,让·雷诺,保罗·贝坦尼,阿尔弗雷德·莫里纳,尤尔根·普洛斯诺,让-伊夫·贝特鲁,伊什尼·齐科特,让-皮埃尔·马里埃尔",49,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1809231182.jpg,https://movie.douban.com/subject/1329950/
250,34436407,轮到你了 特别篇,7.9,29225,2019-06-23,"剧情,悬疑",日本,"原田知世,田中圭,浅香航大,皆川猿时",4,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560785148.jpg,https://movie.douban.com/subject/34436407/
251,1781126,十二宫,7.5,224017,2007-03-02,"剧情,传记,犯罪,悬疑,惊悚",美国,"杰克·吉伦哈尔,马克·鲁法洛,安东尼·爱德华兹,小罗伯特·唐尼,布莱恩·考克斯,约翰·卡洛·林奇,里奇蒙德·阿奎特,鲍勃·斯蒂芬森,约翰·莱西,科洛·塞维尼",31,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470486287.jpg,https://movie.douban.com/subject/1781126/
252,1306403,僵尸家族,7.6,43415,1986-08-15,"喜剧,悬疑",中国香港,"元彪,李赛凤,林正英,楼南光,钟发,王玉环,何健威,午马,曹达华,文隽",17,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1994728933.jpg,https://movie.douban.com/subject/1306403/
253,1394825,11:14,7.7,47752,2003-05-16,"剧情,犯罪,悬疑","美国,加拿大","亨利·托马斯,布莱克·赫伦,芭芭拉·赫希,克拉克·格雷格,希拉里·斯万克,肖恩·海托西,斯塔克·桑德斯,科林·汉克斯,本·福斯特,帕特里克·斯威兹",13,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1423752342.jpg,https://movie.douban.com/subject/1394825/
254,36829507,坏蛋联盟2,7.6,74915,2025-08-16,"喜剧,动作,犯罪,动画,悬疑,冒险",美国,"山姆·洛克威尔,马克·马龙,奥卡菲娜,克雷格·罗宾森,安东尼·拉莫斯,莎姬·贝兹,丹妮尔·布鲁克斯,娜塔莎·雷昂,玛丽亚·巴卡洛娃,艾利克斯·布斯汀",31,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923073504.jpg,https://movie.douban.com/subject/36829507/
255,1301601,不道德的审判,8.1,19135,1994-12-23,"剧情,悬疑,惊悚","英国,法国","西格妮·韦弗,本·金斯利,斯图亚特·维尔森,凯伦·斯特拉斯曼",4,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2583381880.jpg,https://movie.douban.com/subject/1301601/
256,1303460,战栗黑洞,7.8,33874,1994-12-10,"悬疑,奇幻,恐怖",美国,"山姆·尼尔,朱莉·卡门,尤尔根·普洛斯诺,约翰·格洛弗,大卫·沃纳,皮特·杰森,查尔顿·赫斯顿,威赫姆·冯·霍姆伯格,弗兰西斯·贝,查克·坎贝尔",16,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1078004649.jpg,https://movie.douban.com/subject/1303460/
257,1307210,失眠症,7.6,70359,2002-05-03,"犯罪,剧情,悬疑,惊悚",美国,"阿尔·帕西诺,希拉里·斯万克,罗宾·威廉姆斯,马丁·多诺万,乔纳森·杰克逊,凯瑟琳·伊莎贝尔,奥利弗·欧雷·泽门,保罗·杜利,尼基·凯特,拉里·霍尔登",25,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150166738.jpg,https://movie.douban.com/subject/1307210/
258,2216966,爱你长久,8.1,19001,2008-03-19,"剧情,悬疑","法国,德国","克里斯汀·斯科特·托马斯,艾尔莎·泽贝斯坦,塞尔奇·哈赛纳维奇,洛朗·格雷维尔,弗雷德里克·皮耶罗,帕斯卡·德莫隆,Bryce Hitchcock,凯瑟琳·霍斯马林",8,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459545990.jpg,https://movie.douban.com/subject/2216966/
