排名(rank),电影ID(id),电影名称(title),评分(score),评分人数(vote_count),上映日期(release_date),类型(types),地区(regions),主演(actors),主演人数(actor_count),是否可播放(is_playable),是否已观看(is_watched),封面接(cover_url),详情页链接(url)
259,3041269,永无止境,7.5,144844,2011-10-13,"科幻,悬疑,惊悚",美国,"布莱德利·库珀,艾比·考尼什,罗伯特·德尼罗,安德鲁·霍华德,安娜·弗莱尔,梅天悦,约翰尼·威特沃斯,李小龙,卡罗琳·温伯格,丽贝卡·达扬",21,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p868781788.jpg,https://movie.douban.com/subject/3041269/
260,1307898,迎春阁之风波,8.1,10488,1973-12-06,"剧情,动作,悬疑,武侠,古装",中国香港,"李丽华,乔宏,田丰,徐枫,白鹰,胡锦,马海伦,茅瑛,杨威,张照",35,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2200936263.jpg,https://movie.douban.com/subject/1307898/
261,1441054,古畑任三郎 VS SMAP,8.7,10071,1999-01-03,"剧情,悬疑,犯罪",日本,"田村正和,西村雅彦,户田惠子,梶原善,宇梶刚士,石井正则,小林隆,中居正广,木村拓哉,稻垣吾郎",14,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890623576.jpg,https://movie.douban.com/subject/1441054/
262,1296908,窃听大阴谋,8.1,18718,1974-04-07,"剧情,悬疑,惊悚",美国,"吉恩·哈克曼,约翰·凯泽尔,艾伦·加菲尔德,弗雷德里克·福瑞斯特,辛迪·威廉姆斯,迈克尔·希金斯,伊丽莎白·麦克雷,特瑞·加尔,哈里森·福特,马克·惠勒",16,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2915564760.jpg,https://movie.douban.com/subject/1296908/
263,5155038,猎头游戏,7.6,62320,2011-08-04,"犯罪,悬疑,惊悚","挪威,瑞典,丹麦,德国","阿卡塞尔·亨涅,西诺薇·玛考迪·伦德,尼古拉·科斯特-瓦尔道,埃温·桑德尔,尤莉·奥尔嘉,凯瑞·豪根·西德尼斯,Valentina Alexeeva,雷达尔·索伦森,尼尔斯·约恩·卡尔斯塔德,Joachim Rafaelsen",10,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2212750982.jpg,https://movie.douban.com/subject/5155038/
264,35422807,扬名立万,7.4,857022,2021-11-11,"剧情,喜剧,悬疑",中国大陆,"尹正,邓家佳,喻恩泰,杨皓宇,陈明昊,秦霄贤,张本煜,柯达,邓恩熙,余皑磊",18,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2881817779.jpg,https://movie.douban.com/subject/35422807/
265,24298212,鲁邦三世VS名侦探柯南 剧场版,7.8,31475,2013-12-07,"动作,犯罪,动画,悬疑",日本,"栗田贯一,小林清志,浪川大辅,泽城美雪,山寺宏一,高山南,山崎和佳奈,小山力也,林原惠美,山口胜平",47,True,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2162543461.jpg,https://movie.douban.com/subject/24298212/
266,1308841,杀妻总动员,8.0,21033,2004-08-07,"奇幻,悬疑,爱情,惊悚",日本,"浅野忠信,桥本丽香,阿部宽,小泉今日子,岸部一德,维尼·琼斯,泷正则,麻生祐未,神木隆之介,荒川良良",24,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p729530435.jpg,https://movie.douban.com/subject/1308841/
267,26751899,愚行录,7.7,40779,2016-09-06,"剧情,犯罪,悬疑",日本,"妻夫木聪,满岛光,小出惠介,臼田麻美,市川由衣,松本若菜,中村伦也,真岛秀和,滨田麻里,平田满",12,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2373212772.jpg,https://movie.douban.com/subject/26751899/
268,6799191,搜索,7.4,359293,2012-07-06,"剧情,悬疑",中国大陆,"高圆圆,姚晨,赵又廷,陈红,王学圻,王珞丹,陈燃,张译,余皑磊,张大礼",37,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1598153958.jpg,https://movie.douban.com/subject/6799191/
269,2377539,暗夜恐惧,8.0,20332,2008-02-13,"动画,剧情,恐怖,悬疑",法国,"妮可·加西亚,路易莎·皮里,萨拉-劳雷·伊斯拉奈特,奥雷·阿蒂卡,吉约姆·德帕迪约",5,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1769964280.jpg,https://movie.douban.com/subject/2377539/
270,1301899,睁开你的双眼,7.9,24095,1997-12-19,"剧情,科幻,悬疑,惊悚","西班牙,法国,意大利","爱德华多·诺列加,佩内洛普·克鲁兹,切特·雷拉,费雷·马丁内兹,纳瓦·尼姆利,杰拉尔·巴里,特里斯坦·乌罗阿,何塞·安赫尔·艾力格,Jorge de Juan,Miguel Palenzuela",21,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p828428718.jpg,https://movie.douban.com/subject/1301899/
271,10608242,女尸谜案,7.6,54579,2012-12-21,"犯罪,悬疑,惊悚",西班牙,"何塞·科罗纳多,乌戈·席尔瓦,贝伦·鲁埃达,奥拉·加里多,胡安·巴勃罗·舒克,奥里奥尔·比拉,卡洛塔·奥尔奇娜,西尔维亚·阿兰达,马内尔·杜维索,佩雷·布拉索",16,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1725734834.jpg,https://movie.douban.com/subject/10608242/
272,4896894,斯托克,7.5,92573,2013-01-20,"剧情,悬疑,惊悚","美国,英国","米娅·华希科沃斯卡,妮可·基德曼,马修·古迪,德蒙特·莫罗尼,卢卡斯·提尔,阿尔登·埃伦瑞奇,杰基·韦佛,拉尔夫·布朗,哈莫尼·科林,大卫·阿尔福德",13,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1854982383.jpg,https://movie.douban.com/subject/4896894/
273,3078514,特别响，非常近,7.7,37289,2011-12-25,"剧情,悬疑,家庭,冒险",美国,"桑德拉·布洛克,汤姆·汉克斯,马克斯·冯·叙多夫,约翰·古德曼,维奥拉·戴维斯,杰弗里·怀特,托马斯·豪恩,格里高利·克洛斯蒂舍夫斯基,斯蒂芬妮·库尔特祖巴,史蒂文·韦斯",19,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1353738074.jpg,https://movie.douban.com/subject/3078514/
274,1303472,双峰：与火同行,8.0,19761,1992-06-03,"剧情,悬疑,惊悚,恐怖","法国,美国","雪莉·李,雷·怀斯,梅晨·阿米克,达纳·艾希布鲁克,大卫·鲍伊,埃里克·达雷,米盖尔·弗尔,帕米拉·吉德利,海瑟·格拉汉姆,克里斯·艾塞克",50,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517947997.jpg,https://movie.douban.com/subject/1303472/
275,1305323,死亡之夜,8.7,9488,1945-09-04,"恐怖,悬疑,惊悚",英国,"默文·约翰斯,罗兰·卡尔弗,玛丽·梅罗尔,乔姬·韦瑟斯,弗雷德里克·瓦尔克,安东尼·贝尔德,萨莉·安·豪斯,朱迪·凯利,迈尔斯·马勒森,迈克尔·艾伦",28,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230419198.jpg,https://movie.douban.com/subject/1305323/
276,1308995,捉迷藏,7.5,85771,2005-01-27,"悬疑,恐怖",美国,"罗伯特·德尼罗,达科塔·范宁,法米克·詹森,伊丽莎白·苏,艾米·欧文,布兰登·萨克斯顿,迪伦·贝克,梅丽莎·里奥,Rose Pasquale,罗伯特·约翰·伯克",12,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1139938300.jpg,https://movie.douban.com/subject/1308995/
277,1293031,曼哈顿谋杀疑案,8.2,15026,1993-08-18,"喜剧,悬疑",美国,"伍迪·艾伦,黛安·基顿,杰里·阿德勒,林恩·科恩,朗·瑞弗金,阿伦·阿尔达,安杰丽卡·休斯顿,扎克·布拉夫",8,False,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2083734431.jpg,https://movie.douban.com/subject/1293031/
278,1432180,生死停留,7.5,84117,2005-10-21,"剧情,悬疑,惊悚",美国,"伊万·麦克格雷格,瑞恩·高斯林,娜奥米·沃茨,凯特·伯顿,伊莉莎白·里瑟,鲍勃·霍斯金斯,詹妮安·加罗法洛,黄荣亮,贝琦·安·贝克,杰西卡·赫特",17,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p637972624.jpg,https://movie.douban.com/subject/1432180/
279,1307474,极地恋人,8.1,16933,1998-08-28,"剧情,悬疑,爱情","西班牙,法国","纳瓦·尼姆利,费雷·马丁内兹,南乔·诺沃,玛鲁·瓦尔迪维索,克里斯特尔·迪亚斯,Joost Siedhoff,Beate Jensen,Outi Alanen,玛丽亚·伊萨西,J. Christoffer Slotte",10,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p917899915.jpg,https://movie.douban.com/subject/1307474/
280,3013580,意外,7.4,120155,2009-09-05,"悬疑,惊悚",中国香港,"古天乐,任贤齐,冯淬帆,叶璇,林雪,陈望华,韩雨芹,刘宗基,吕少坤,明德丰",12,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2196915554.jpg,https://movie.douban.com/subject/3013580/
281,1905777,失踪宝贝,7.8,27643,2007-09-05,"犯罪,剧情,悬疑,惊悚",美国,"卡西·阿弗莱克,米歇尔·莫纳汉,摩根·弗里曼,艾德·哈里斯,艾米·莱安,迈克尔·肯尼斯·威廉姆斯,提图斯·维里沃,马克·马戈利斯,埃迪·盖瑟吉,埃米·马迪根",28,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498072912.jpg,https://movie.douban.com/subject/1905777/
282,1299054,香草的天空,7.5,77835,2001-12-14,"悬疑,爱情,科幻,惊悚","美国,西班牙","汤姆·克鲁斯,佩内洛普·克鲁兹,卡梅隆·迪亚兹,库尔特·拉塞尔,杰森·李,诺亚·泰勒,蒂莫西·斯波,蒂尔达·斯文顿,迈克尔·珊农,史蒂文·斯皮尔伯格",46,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p541484436.jpg,https://movie.douban.com/subject/1299054/
283,1293572,2010,8.0,19115,1984-12-07,"悬疑,科幻,惊悚,冒险",美国,"罗伊·谢德,约翰·利思戈,海伦·米伦,鲍勃·巴拉班,凯尔·杜拉,玛多林·史密斯·奥斯巴内,达纳·艾卡,塔利辛·贾夫,詹姆斯·麦金,埃利亚·巴斯金",13,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1209728783.jpg,https://movie.douban.com/subject/1293572/
284,24858414,白雪公主杀人事件,7.5,70609,2014-03-29,"剧情,悬疑",日本,"井上真央,绫野刚,菜菜绪,金子统昭,小野惠令奈,谷村美月,染谷将太,莲佛美沙子,贯地谷栞,生濑胜久",24,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2155888782.jpg,https://movie.douban.com/subject/24858414/
285,3120852,影子写手,7.5,70204,2010-02-12,"剧情,悬疑,惊悚","法国,德国,英国","伊万·麦克格雷格,皮尔斯·布鲁斯南,奥莉维亚·威廉姆斯,金·凯特罗尔,汤姆·威尔金森,蒂莫西·赫顿,安娜·鲍丁,乔·博恩瑟,埃本·扬,朱利安·F.M.·斯托克尔",19,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p574855756.jpg,https://movie.douban.com/subject/3120852/
286,26600660,分裂,7.4,140753,2016-12-26,"犯罪,悬疑,惊悚",美国,"詹姆斯·麦卡沃伊,安雅·泰勒-乔伊,贝蒂·巴克利,海莉·露·理查森,杰西卡·苏拉,丽兹·科菲,布拉德·威廉姆·亨克,塞巴斯蒂安·阿塞勒斯,尼尔·赫夫,尤基·华盛顿",26,True,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2412064264.jpg,https://movie.douban.com/subject/26600660/
287,4249642,神秘博士：死亡星球,8.7,9056,2009-04-11,"剧情,科幻,悬疑,奇幻,惊悚,冒险,灾难,鬼怪",英国,"艾伦·托马斯,大卫·埃姆斯,诺玛·杜梅温尼,丹尼尔·卡卢亚,米歇尔·雷恩,大卫·田纳特",6,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2508912980.jpg,https://movie.douban.com/subject/4249642/
288,1927369,天使与魔鬼,7.4,120604,2009-05-15,"动作,悬疑,惊悚","美国,意大利","汤姆·汉克斯,伊万·麦克格雷格,阿耶莱特·祖里尔,斯特兰·斯卡斯加德,皮耶尔弗兰切斯科·法维诺,尼古拉·雷·卡斯,阿明·缪勒-斯塔尔,托尔·林德哈特,大卫·帕斯奎斯,科西莫·福斯科",73,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p786229120.jpg,https://movie.douban.com/subject/1927369/
289,32493124,悬崖之上,7.3,821031,2021-04-30,"剧情,动作,悬疑","中国大陆,中国香港","张译,于和伟,秦海璐,朱亚文,刘浩存,倪大红,李乃文,余皑磊,飞凡,雷佳音",31,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2638045698.jpg,https://movie.douban.com/subject/32493124/
290,2357719,名侦探柯南：战栗的乐谱,7.4,111808,2008-04-19,"动画,悬疑",日本,"高山南,山崎和佳奈,神谷明,松井菜樱子,山口胜平,桑岛法子,林原惠美,岩居由希子,高木涉,大谷育江",26,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453739518.jpg,https://movie.douban.com/subject/2357719/
291,1292277,偷香,7.6,38930,1996-03-29,"剧情,爱情,悬疑,情色","意大利,法国,英国","丽芙·泰勒,杰瑞米·艾恩斯,西妮德·库萨克,让·马莱,多纳尔·麦卡恩,D·W·莫菲特,斯特法尼娅·桑德雷莉,蕾切尔·薇兹,卡洛·切基,约瑟夫·费因斯",16,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1081151273.jpg,https://movie.douban.com/subject/1292277/
292,1467779,天使之卵,8.1,15014,1985-12-22,"科幻,动画,悬疑",日本,"根津甚八,兵藤真子,野田圭一",3,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2880735419.jpg,https://movie.douban.com/subject/1467779/
293,5353344,盲证,7.5,53694,2011-08-11,"剧情,犯罪,悬疑",韩国,"金荷娜,俞承豪,曹熙奉,梁英祖,谢姬,朴宝剑,金永周,Dolly,吴代焕,金敬益",16,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1097845082.jpg,https://movie.douban.com/subject/5353344/
294,6869412,嫌疑人X的献身,7.5,51148,2012-10-18,"剧情,爱情,悬疑,犯罪",韩国,"李枖原,柳承范,赵震雄,白承道,朴正表,郭民浩,崔英佑,金周灵,金宝罗,李錫俊",16,True,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1702130521.jpg,https://movie.douban.com/subject/6869412/
295,25920885,神探夏洛克：可恶的新娘,7.3,267515,2016-01-04,"剧情,犯罪,悬疑",英国,"本尼迪克特·康伯巴奇,马丁·弗瑞曼,鲁珀特·格雷夫斯,马克·加蒂斯,安德鲁·斯科特,尤娜·斯塔布斯,露易丝·布瑞丽,阿曼达·阿宾顿,乔纳森·阿里斯,亚斯明·阿克拉姆",21,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2299823043.jpg,https://movie.douban.com/subject/25920885/
296,1306860,高斯福庄园,7.7,27716,2001-11-07,"剧情,喜剧,悬疑","美国,英国,意大利","玛吉·史密斯,迈克尔·刚本,克里斯汀·斯科特·托马斯,卡米拉·拉瑟福德,查尔斯·丹斯,杰拉丁·萨莫维尔,汤姆·霍兰德尔,娜塔莎·怀特曼,杰瑞米·诺森,鲍勃·巴拉班",35,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1452864263.jpg,https://movie.douban.com/subject/1306860/
297,1302303,原罪,7.4,82847,2001-07-11,"剧情,爱情,犯罪,悬疑,惊悚","英国,法国,墨西哥,美国","安东尼奥·班德拉斯,安吉丽娜·朱莉,托马斯·简,杰克·汤普森,格里高利·伊齐恩,阿利森·麦凯,乔安·普林格尔,科迪利亚·理查兹,詹姆斯·哈文,小佩德罗·阿门达里斯",23,True,False,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2563026581.jpg,https://movie.douban.com/subject/1302303/
298,27047871,记忆之夜,7.5,49226,2017-11-29,"悬疑,惊悚",韩国,"姜河那,金武烈,文成根,罗映姫,南明烈,李娜拉,郑灿菲,崔高,康辛久,安敏永",39,False,False,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2500345435.jpg,https://movie.douban.com/subject/27047871/
299,27102505,去年冬天与你分手,7.7,27146,2018-03-10,"剧情,犯罪,悬疑",日本,"岩田刚典,山本美月,斋藤工,浅见伶奈,北村一辉,土村芳,永仓大辅,圆城寺彩,每熊克哉,佐藤贡三",20,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511323383.jpg,https://movie.douban.com/subject/27102505/
300,36116844,电锯惊魂10,7.4,78407,2023-09-25,"悬疑,惊悚,恐怖","美国,墨西哥,加拿大","托宾·贝尔,肖妮·史密斯,西诺薇·玛考迪·伦德,史蒂文·布兰德,蕾内塔·瓦卡,约书亚·奧卡莫托,奥克塔维奥·伊诺埃萨,波莱特·埃尔南德斯,豪尔赫·布里塞诺,科斯塔斯·曼迪勒",25,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896065153.jpg,https://movie.douban.com/subject/36116844/
301,35437938,名侦探柯南：万圣节的新娘,7.3,203213,2022-11-18,"动作,动画,悬疑",日本,"高山南,古谷彻,山崎和佳奈,小山力也,林原惠美,山口胜平,高木涉,汤屋敦子,三宅健太,绪方贤一",36,True,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2883894742.jpg,https://movie.douban.com/subject/35437938/
302,26679552,推销员,7.6,34084,2016-05-21,"剧情,悬疑,家庭","伊朗,法国","谢哈布·侯赛尼,塔拉内·阿里多斯蒂,巴巴克·卡里米,法里德·萨贾蒂·侯赛尼,米娜·沙达蒂,迈赫迪·库什基",6,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2386724199.jpg,https://movie.douban.com/subject/26679552/
303,25892252,帷幕：波洛的最后一案,9.0,6992,2013-11-13,"犯罪,悬疑",英国,"大卫·苏切,休·弗拉瑟,艾丹·麦克阿德尔,艾丽丝·奥尔尤因,海伦·巴克森代尔,大卫·叶兰德,菲利普·格伦尼斯特,肖恩·丁沃",8,False,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184353409.jpg,https://movie.douban.com/subject/25892252/
304,25817534,哭声,7.3,175635,2016-05-11,"剧情,悬疑,恐怖",韩国,"郭度沅,黄政民,千玗嬉,国村隼,金基天,黄锡晶,李龙女,金欢熙,李姃垠,张素妍",27,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2339592703.jpg,https://movie.douban.com/subject/25817534/
305,1307488,三更,7.4,40155,2002-08-15,"爱情,悬疑,奇幻,恐怖","中国香港,韩国,泰国","黎明,曾志伟,原丽淇,金惠秀,郑普硕,李霆锋,文晶熙,朴熙顺 ,岑建勋,崔贞媛",13,False,False,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2165832992.jpg,https://movie.douban.com/subject/1307488/
306,6738735,大追捕,7.3,95083,2012-03-15,"剧情,动作,犯罪,悬疑,惊悚","中国香港,中国大陆","张家辉,任达华,王敏德,文咏珊,谢安琪,余安安,张国强,骆应钧,洪卓立,窦骁",30,True,False,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1441926800.jpg,https://movie.douban.com/subject/6738735/
